CHUNK,TIPO,PREGUNTA,RESPUESTA
"Presentamos nuestro elegante plato pizarra circular, un complemento perfecto para cualquier evento o reunión. Este plato, hecho de auténtica pizarra, ofrece un toque moderno y sofisticado a la presentación de tus alimentos. Característica: Material: Piedra Pizarra Forma: Circular Color: Negro clásico, ideal para resaltar los colores de los alimentos Cuidados: No apta para lavavajillas. Evitar cortes directamente sobre la pizarra para preservar su superficie. ficie.",CARACTERISTICAS,,
guía de compensación alum champagne mate 240 cm de la marca kantu del area de pisos y revestimientos para los cortadoras y accesorios de la linea cubrejuntas de procedencia nacional al precio de 39.0 soles,PRODUCTO,,
Bolsa ideal para contener diversos objetos o productos.,OBSERVACIONES,,
"altura del producto 156.00 cm, ancho del producto 56.00 cm, profundidad del producto 56.00 cm, volumen del producto 489216, diametro del producto 54.00 cm, ean 7759484000718, medidas 56.00x56.00x156.00, tipo de producto terma, modelo 82v66-2, color gris, material acero aporcelanado, garantía 10 años, procedencia nacional, país de origen china",FICHA,,
Esta distinada para taladros de Rotacion de mano y taladro de mesa  y son de diferentes medidas Perforación sin impacto a bajas velocidades.,OBSERVACIONES,,
Verificar si el diámetro nominal del producto corresponde con la tubería que se desea conectar. Mantener limpio y seco para evitar el deterioro.,RECOMENDACIONES,,
"altura del producto 12.50 cm, ancho del producto 25.50 cm, profundidad del producto 36.50 cm, volumen del producto 11634.375, ean 7755206024437, medidas 25.50x36.50x12.50, tipo de producto organizador, modelo bclear, color transparente, material polipropileno, garantía 1 año, procedencia nacional, país de origen perú",FICHA,,
"altura del producto 60.00 cm, ancho del producto 90.00 cm, profundidad del producto 154.00 cm, volumen del producto 831600, ean 2000001351260, medidas 90.00x154.00x60.00, tipo de producto sofá, modelo no aplica, color azul, garantía 1 año, procedencia nacional",FICHA,,
Agitar por 1 a 2 minutos una vez que se escuche la bolilla mezcladora. Aplicar a 20-30 cm de distancia del proyecto.,RECOMENDACIONES,,
intercomunicador pivot bl de la marca bticino del area de electricidad para los seguridad de la linea intercomunicadores de procedencia nacional al precio de 204.6 soles,PRODUCTO,,
"Promart te brinda los mejores accesorios para tus herramientas eléctricas. Ya seas un profesional o no, tus trabajos quedarán impecables gracias a la excelente calidad de los productos. Ideal para usarlo en metal, acero, bronce y plásticos.",DESCRIPCION,,
"tornillo wafer 8x1/2"" para b x 1000u de la marca werken del area de ferreteria para los productos de fijacion de la linea fijaciones p/ drywal-percep de procedencia nacional al precio de 40.3 soles",PRODUCTO,,
"cartel múltiple de obras modelo 3, 60 x 40 cm de la marca sm del area de herramientas para los seguridad industrial de la linea señales de seguridad de procedencia nacional al precio de 37.9 soles",PRODUCTO,,
"altura del producto 64.00 cm, ancho del producto 73.00 cm, profundidad del producto 145.00 cm, volumen del producto 677440, diametro del producto 0, ean 7290106925625, medidas 73.00x145.00x64.00, tipo de producto baúl, modelo sumatra, color marrón, material polipropileno, garantía 1 año, procedencia nacional, país de origen israel",FICHA,,
Cinta funcional y de aplicación universal.,OBSERVACIONES,,
"altura del producto 26 cm, ancho del producto 48 cm, profundidad del producto 30 cm, volumen del producto 37440, ean 2000001637135, medidas 48x30x26, tipo de producto decoración, modelo navidad, color oro, material plástico, garantía 06 meses por defectos de fabricación, procedencia importado, país de origen china",FICHA,,
"altura del producto 18.00 cm, ancho del producto 18.00 cm, profundidad del producto 18.00 cm, volumen del producto 5832, ean 2000001130063, medidas 18.00x18.00x18.00, tipo de producto maceta, modelo natural, color no aplica, material cerámica, garantía 1 año, procedencia importado",FICHA,,
escurridor cala autodrenante de la marca orange del area de cocina para los organizacion de cocina de la linea organizadores de cocinas de procedencia importado al precio de 29.9 soles,PRODUCTO,,
Comba de suma utilidad para trabajos que te permitirá dar golpes con la fuerza requerida.,DESCRIPCION,,
"altura del producto 44.00 cm, volumen del producto 0, diametro del producto 15.00 cm, ean 886309016139, tipo de producto lámpara, modelo elegant, color negro, material metal, garantía 1 año, procedencia importado, país de origen china",FICHA,,
"Accesorio en PPR cuenta con las normas TS 9937, TSEN ISO 15874, DIN 8077, DIN 8078. El accesorio en PPR tiene una vida útil mínima de 50 años cuando se utilizan bajo valores adecuados de trabajo y temperatura.",OBSERVACIONES,,
spot para adosar luca 7w 3cct bl de la marca orange del area de iluminacion para los iluminacion funcional de la linea spots led de procedencia importado al precio de 39.9 soles,PRODUCTO,,
i&o-bandeja decorativa diseño hoja casa del jardín de la marca orange del area de tendencias para los colecciones de la linea decoracion de procedencia importado al precio de 39.9 soles,PRODUCTO,,
"Las baterías 5,0Ah BL1850B Makita LXT® Litio-Ion de 18V  les brinda a usted y a sus herramientas inalámbricas Makita un rendimiento y productividad superior para aplicaciones exigentes. Esta ofrece una potencia y un tiempo de funcionamiento constantes en temperaturas extremas, incluso en invierno (-4 ° F -20 ° C). Además, esta equipado con la tecnología Star Protection Computer Controls ™ para proteger contra sobrecargas, descargas excesivas y sobrecalentamiento. El Cargador Óptimo Rápido ofrece ventajas clave para los usuarios de herramientas inalámbricas de iones de litio de 18V de Makita. Cuenta con un ventilador incorporado que enfría la batería, a través de las rejillas de ventilación durante el proceso de carga rápida. El cargador se comunica con el chip integrado de la batería durante todo el proceso de carga para optimizar la vida útil de la batería controlando activamente la corriente, el voltaje y la temperatura.",CARACTERISTICAS,,
extragarantía herr 2 año de la marca sm del area de herramientas para los extragarantia de la linea extragarantia de procedencia nacional al precio de 1000.0 soles,PRODUCTO,,
"Backset de 29 mm. Para puertas abatibles (derechas o izquierdas) de madera, metal o con perfil de aluminio de 25-65 mm de espesor.",RECOMENDACIONES,,
Asegurarse de una correcta instalación.,RECOMENDACIONES,,
"tamaño del producto grande, altura del producto 9.90 cm, ancho del producto 90.00 cm, profundidad del producto 51.00 cm, volumen del producto 45441, diametro del producto 0, ean 7759555000135, medidas 90.00x51.00x9.90, tipo de producto cocina, modelo vulcano 5, color negro, material vidrio templado, garantía 1 año, procedencia nacional, país de origen china",FICHA,,
Asegurarse de un correcto agarre al momento de su uso.,RECOMENDACIONES,,
modus4 - toma rj-45 cat6 blanco de la marca bticino del area de electricidad para los interruptores y tomacorrientes de la linea placas armadas de procedencia nacional al precio de 30.5 soles,PRODUCTO,,
Libre de halógenos. 1000 V. Temperatura máxima de operación 90°C. Calibre 1x150 mm2.,CARACTERISTICAS,,
Lámpara linterna articulada aluminio BLTFC1 BAHCO -linterna compacta y ligera con AluminioLámpara LED COBLinterna LED SMDImán en la baseGancho para colgarMango flexible,CARACTERISTICAS,,
hilo amarillo trenzado con mango para tira linea de la marca stringliner del area de herramientas para los herramientas de mano de la linea herramientas de medicion y niveles de procedencia importado al precio de 2.9 soles,PRODUCTO,,
tal percutor gsb 13re 750w   set 5 brocas de la marca bosch del area de herramientas para los herramientas electricas portatiles de la linea taladros de procedencia nacional al precio de 100.0 soles,PRODUCTO,,
Se puede colocar en una pared.,RECOMENDACIONES,,
"Utilizar el pegamento o  teflón adecuado, si es a sistema presión o roscado respectivamente, para un correcto funcionamiento.",RECOMENDACIONES,,
"No requiere ducto de evacuación de gases. Tamaño compacto para hogares con poco espacio y poco ventilados. Presión de trabajo mínima: 2.5 PSI. Con Sistema Ulta Baja Presión (UBP), para condiciones extremas de baja presión de agua y tanque elevado. Sistema de encendido Multi- presión , soporta cualquier nivel de presión de agua con total seguridad. Selector para 2 modos de funcionamiento (trabaja en todas las estaciones del año). 5 sistemas de seguridad (ODS, Termostato de Seguridad, Termocupla, Válvula de Alivio, Doble Válvula de Gas). Selector para regulación de gas y agua. Visor de flama. Trabaja con cualquier tipo de grifería: monocomando, mezcladora, monoblock, etc. Abastece 1 servicio en simultáneo.",CARACTERISTICAS,,
Compare visualmente las piezas para verificar la uniformidad de su superficie. Este proceso debe realizarse en exteriores y a la luz solar.,RECOMENDACIONES,,
Acabado 100% pulido. Corona de 12 puntas. Ángulo 15°. Disfruta de lo más nuevo que Promart.pe trae para ti.,DESCRIPCION,,
"altura del producto 16.00 cm, ancho del producto 8.00 cm, profundidad del producto 8.00 cm, volumen del producto 1024, ean 3560232866814, medidas 8.00x8.00x16.00, tipo de producto jarrón, modelo cristal 16 cm, color marrón, material plástico, garantía 1 mes, procedencia importado, país de origen china",FICHA,,
set de 2 cutter de 9mm y 18mm de la marca werken del area de herramientas para los herramientas de mano de la linea sets de herramientas de procedencia importado al precio de 3.9 soles,PRODUCTO,,
"Necesitas iluminar tu sala, comedor o dormitorio, lo que tú requieres es este colgante que Promart.pe pone al alcance de tus manos. No solo podrás alumbrar grandes áreas de tu hogar, también podrás utilizarlo como decoración ya que tiene detalles que podrán atraer más luz a la habitación.",DESCRIPCION,,
"altura del producto 22.20 cm, ancho del producto 50.80 cm, profundidad del producto 42.50 cm, volumen del producto 47929.8, ean 7506344164710, medidas 50.80x42.50x22.20, tipo de producto lavatorio, modelo austria, color blanco, material cerámica, garantía de por vida por defectos de fabricación, procedencia nacional, país de origen méxico",FICHA,,
"altura del producto 9.50 cm, ancho del producto 14.00 cm, profundidad del producto 14.00 cm, volumen del producto 1862, ean 7750243074933, medidas 14.00x14.00x9.50, tipo de producto lavavajilla, modelo manzana, color verde, material dodecilbenceno sulfonato de sodio/agentes de limpieza, garantía por defecto de fabricación, procedencia nacional, país de origen perú",FICHA,,
No aplica,OBSERVACIONES,,
"Leer las instrucciones de uso antes de utilizar la máquina. Utilizar la broca o accesorio adecuado según el trabajo que vaya a realizar. Utilizar adecuadamente el sistema de rotación y percusión según el material a perforar. Limpiar la maquina con una compresora o sopladora. Uso de 1 a 2 horas diarias, no manipular la herramienta internamente y realizar mantenimiento 1 vez al año.",RECOMENDACIONES,,
"altura del producto 27.00 cm, ancho del producto 14.00 cm, profundidad del producto 9.50 cm, volumen del producto 3591, ean 7750902113638, medidas 14.00x9.50x27.00, tipo de producto aplique, modelo rect.  bl ip65 lc, color blanco, material metal/plástico, garantía 1 año, procedencia nacional, país de origen perú",FICHA,,
"acabado cromado, altura del producto 82.60 mm, volumen del producto 0, diametro del producto 22.00 cm, ean 7314153011428, tipo de producto dado, modelo 22mm hex larg.enc 1/2, color plata, material acero, garantía de por vida por defectos de fabricación, procedencia nacional, país de origen suecia",FICHA,,
"altura del producto 40.60 cm, ancho del producto 42.00 cm, profundidad del producto 25.00 cm, volumen del producto 42630, diametro del producto 16.00 cm, ean 48894047176, medidas 42.00x25.00x40.60, tipo de producto ventilador, modelo bsf1613ew, color blanco, material metal/plástico, garantía 1 año, procedencia nacional, país de origen canadá",FICHA,,
"Lámpara de pie de material metálico con una alta resistencia, cuenta con una base amaderada, parte cabezal cubierta de tela blanca, cuenta con rosca E27 para colocar el foco, diseñada para decorar salas y dormitorios, además tiene cable y enchufe incorporado.",CARACTERISTICAS,,
Asegurarse de un correcto agarre al momento de su uso.,RECOMENDACIONES,,
"volumen del producto 0, ean 43741002605, tipo de producto escobilla, color azul, material plástico, garantía 1 año, procedencia importado",FICHA,,
