CHUNK,TIPO,PREGUNTA,RESPUESTA
"Sacudir el colchón y airear periódicamente, para evitar la acumulación de polvo.",RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,"Sacudir el colchón y airear periódicamente, para evitar la acumulación de polvo."
Utilizar el producto de forma adecuada para una mejor duración.,OBSERVACIONES,¿Qué se indica sobre el modelo ?,Utilizar el producto de forma adecuada para una mejor duración.
"mueble funcional vassel color miel de la marca tuhome del area de muebles para los mesas, sillas y bancos de la linea muebles decorativos de procedencia nacional al precio de 489.0 soles",PRODUCTO,¿Qué características tiene el modelo mueble funcional vassel color miel?,"mueble funcional vassel color miel de la marca tuhome del area de muebles para los mesas, sillas y bancos de la linea muebles decorativos de procedencia nacional al precio de 489.0 soles"
"Encastre de 1/2"".  Compatible con las baterías  de 4 Ah. Mayor eficacia y potencia gracias a su motor FD31-30. Extremadamente compacto. Motor de cuatro polos muy compacto para conseguir una alta potencia en un reducido tamaño. Velocidad variable en el gatillo perfecto para el inicio del proceso. Portabrocas automático. Indicador de la carga de batería para saber su estado. Circuito de protección frente a sobrecargas. Empuñadura que se adapta perfectamente a la mano.",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"Encastre de 1/2"".  Compatible con las baterías  de 4 Ah. Mayor eficacia y potencia gracias a su motor FD31-30. Extremadamente compacto. Motor de cuatro polos muy compacto para conseguir una alta potencia en un reducido tamaño. Velocidad variable en el gatillo perfecto para el inicio del proceso. Portabrocas automático. Indicador de la carga de batería para saber su estado. Circuito de protección frente a sobrecargas. Empuñadura que se adapta perfectamente a la mano."
"Para muebles en general de cocinas, baños y habitaciones.",RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,"Para muebles en general de cocinas, baños y habitaciones."
"Conectividad inalámbrica Bluetooth. Hasta 8 h de reproducción de música/tiempo de conversación. Resistente al agua y al sudor: certificado IPX4. Los controles integrados de micrófono y teléfono inteligente permiten llamadas sin interrumpir su entrenamiento. El agarre suave pero seguro del clip significa que puede sujetarlo y continuar con su entrenamiento. Las baterías se almacenan en la caja del clip, lo que permite que los auriculares internos se sientan prácticamente ingrávidos y, por lo tanto, permiten su uso durante todo el día. Resistentes al sudor y al agua. Fácil de controlar: el micrófono/control en línea ofrece botones fáciles de usar y un micrófono, permite subir/bajar el volumen, conexión manos libres de llamadas telefónicas entrantes/salientes. Impedancia: 16 oHm. Unidad del conductor 10 mm. Respuesta frecuente 20-20 kHz. Sensibilidad de 102 db. Cable de 1.2 m.",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"Conectividad inalámbrica Bluetooth. Hasta 8 h de reproducción de música/tiempo de conversación. Resistente al agua y al sudor: certificado IPX4. Los controles integrados de micrófono y teléfono inteligente permiten llamadas sin interrumpir su entrenamiento. El agarre suave pero seguro del clip significa que puede sujetarlo y continuar con su entrenamiento. Las baterías se almacenan en la caja del clip, lo que permite que los auriculares internos se sientan prácticamente ingrávidos y, por lo tanto, permiten su uso durante todo el día. Resistentes al sudor y al agua. Fácil de controlar: el micrófono/control en línea ofrece botones fáciles de usar y un micrófono, permite subir/bajar el volumen, conexión manos libres de llamadas telefónicas entrantes/salientes. Impedancia: 16 oHm. Unidad del conductor 10 mm. Respuesta frecuente 20-20 kHz. Sensibilidad de 102 db. Cable de 1.2 m."
rodo lístelo tipotx 2.40 m de la marca nefusac del area de pisos y revestimientos para los cortadoras y accesorios de la linea cubrejuntas de procedencia nacional al precio de 28.9 soles,PRODUCTO,¿Qué características tiene el modelo rodo lístelo tipotx 2.40 m?,rodo lístelo tipotx 2.40 m de la marca nefusac del area de pisos y revestimientos para los cortadoras y accesorios de la linea cubrejuntas de procedencia nacional al precio de 28.9 soles
"altura del producto 11.50 cm, ancho del producto 11.50 cm, profundidad del producto 0.30 cm, volumen del producto 39.675, ean 3165140510004, medidas 11.50x0.30x11.50, tipo de producto disco de corte, modelo turbo concreto, color plata, material acero, garantía 1 año, procedencia nacional, país de origen alemania",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 11.50 cm, ancho del producto 11.50 cm, profundidad del producto 0.30 cm, volumen del producto 39.675, ean 3165140510004, medidas 11.50x0.30x11.50, tipo de producto disco de corte, modelo turbo concreto, color plata, material acero, garantía 1 año, procedencia nacional, país de origen alemania"
Reutilizables. Lavables. Excelente calidad.,CARACTERISTICAS,¿Qué se indica sobre el modelo ?,Reutilizables. Lavables. Excelente calidad.
cable/n2xoh-pc 0.6/1 kv 185 mm2 negro de la marca indeco del area de electricidad para los cables de la linea cables especiales de procedencia nacional al precio de 123.0 soles,PRODUCTO,¿Qué características tiene el modelo cable/n2xoh-pc 0.6/1 kv 185 mm2?,cable/n2xoh-pc 0.6/1 kv 185 mm2 negro de la marca indeco del area de electricidad para los cables de la linea cables especiales de procedencia nacional al precio de 123.0 soles
Instalar en lugares protegidos del clima.,OBSERVACIONES,¿Qué se indica sobre el modelo ?,Instalar en lugares protegidos del clima.
"Promart te brinda los mejores accesorios para tus herramientas eléctricas. Ya seas un profesional o no, tus trabajos quedarán impecables gracias a la excelente calidad de los productos. Trabaja con precisión y seguridad. Esta broca es ideal para usarlo en hormigón, piedra y ladrillo.",DESCRIPCION,¿Para qué sirve el ?,"Promart te brinda los mejores accesorios para tus herramientas eléctricas. Ya seas un profesional o no, tus trabajos quedarán impecables gracias a la excelente calidad de los productos. Trabaja con precisión y seguridad. Esta broca es ideal para usarlo en hormigón, piedra y ladrillo."
Excelente estructura. Resistencia y durabilidad a su alcance.,CARACTERISTICAS,¿Qué se indica sobre el modelo ?,Excelente estructura. Resistencia y durabilidad a su alcance.
Cuerpo de PVC flexible con dientes en la parte inferior para ajustar diversos accesorios de liviano peso.,CARACTERISTICAS,¿Qué se indica sobre el modelo ?,Cuerpo de PVC flexible con dientes en la parte inferior para ajustar diversos accesorios de liviano peso.
"acabado cromado, volumen del producto 0, ean 7756513236971, tipo de producto toallero, modelo romantik, color plata, material bronce, garantía 1 año, procedencia nacional",FICHA,¿Qué se indica sobre el modelo ?,"acabado cromado, volumen del producto 0, ean 7756513236971, tipo de producto toallero, modelo romantik, color plata, material bronce, garantía 1 año, procedencia nacional"
"altura del producto 5.00 cm, ancho del producto 6.50 cm, profundidad del producto 7.00 cm, volumen del producto 227.5, ean 7311518041915, medidas 6.50x7.00x5.00, tipo de producto sierra, modelo 3830-65-vip, color naranja, material acero, garantía por defecto de fabricación, procedencia nacional, país de origen bielorrusia",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 5.00 cm, ancho del producto 6.50 cm, profundidad del producto 7.00 cm, volumen del producto 227.5, ean 7311518041915, medidas 6.50x7.00x5.00, tipo de producto sierra, modelo 3830-65-vip, color naranja, material acero, garantía por defecto de fabricación, procedencia nacional, país de origen bielorrusia"
"acabado brillante, altura del producto 20.00 cm, ancho del producto 6.67 cm, profundidad del producto 6.67 cm, volumen del producto 889.778, diametro del producto 6.67 cm, ean 20066423773, medidas 6.67x6.67x20.00, tipo de producto spray, modelo ultra cover 2x cuarzo, color rosa, material otros, garantía por defecto de fabricación, procedencia nacional, país de origen estados unidos",FICHA,¿Qué se indica sobre el modelo ?,"acabado brillante, altura del producto 20.00 cm, ancho del producto 6.67 cm, profundidad del producto 6.67 cm, volumen del producto 889.778, diametro del producto 6.67 cm, ean 20066423773, medidas 6.67x6.67x20.00, tipo de producto spray, modelo ultra cover 2x cuarzo, color rosa, material otros, garantía por defecto de fabricación, procedencia nacional, país de origen estados unidos"
"altura del producto 8.00 cm, ancho del producto 3.00 cm, profundidad del producto 2.80 cm, volumen del producto 67.2, diametro del producto 0, ean 6951613991510, medidas 3.00x2.80x8.00, tipo de producto audífono, modelo she4305/wt, color blanco, material plástico, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen china",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 8.00 cm, ancho del producto 3.00 cm, profundidad del producto 2.80 cm, volumen del producto 67.2, diametro del producto 0, ean 6951613991510, medidas 3.00x2.80x8.00, tipo de producto audífono, modelo she4305/wt, color blanco, material plástico, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen china"
"Forma del lavamanos: Redonda, Tipo de montaje: De pared, Espesor del lavamanos: 0.8 cm, Profundidad del lavamanos: 19.5 cm, Drenaje incluido: No, Diámetro del drenaje: 4 cm, Rebosadero: Si, Orificio de grifería: 1, Capacidad de agua: 10 l",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"Forma del lavamanos: Redonda, Tipo de montaje: De pared, Espesor del lavamanos: 0.8 cm, Profundidad del lavamanos: 19.5 cm, Drenaje incluido: No, Diámetro del drenaje: 4 cm, Rebosadero: Si, Orificio de grifería: 1, Capacidad de agua: 10 l"
"Lavavajillas líquido muy eficaz que rinde hasta 3 veces más que su presentación en pasta, corta grasa y limpia efectivamente cualquier vajilla. Viene con pico dispensador.",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"Lavavajillas líquido muy eficaz que rinde hasta 3 veces más que su presentación en pasta, corta grasa y limpia efectivamente cualquier vajilla. Viene con pico dispensador."
Unida mediante un adhesivo D3. Este tipo de adhesivo es estructural y resistente a la humedad.,CARACTERISTICAS,¿Qué se indica sobre el modelo ?,Unida mediante un adhesivo D3. Este tipo de adhesivo es estructural y resistente a la humedad.
Con mango plástico negro. Excelente calidad. Resistencia y durabilidad.,CARACTERISTICAS,¿Qué se indica sobre el modelo ?,Con mango plástico negro. Excelente calidad. Resistencia y durabilidad.
Recomendada para perforar y fresar marcos y estructuras.,RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,Recomendada para perforar y fresar marcos y estructuras.
buril/lima rotativa cilindr pta red 16mm de la marca bahco del area de herramientas para los herramientas de mano de la linea alicates y herramientas de corte de procedencia nacional al precio de 530.0 soles,PRODUCTO,¿Qué características tiene el modelo buril/lima rotativa cilindr pta red?,buril/lima rotativa cilindr pta red 16mm de la marca bahco del area de herramientas para los herramientas de mano de la linea alicates y herramientas de corte de procedencia nacional al precio de 530.0 soles
"junta tapa 50 x 20mm de la marca bticino del area de electricidad para los tuberias, canaletas y conexiones de la linea accesorios canaletas de procedencia nacional al precio de 5.0 soles",PRODUCTO,¿Qué características tiene el modelo junta tapa 50 x 20mm?,"junta tapa 50 x 20mm de la marca bticino del area de electricidad para los tuberias, canaletas y conexiones de la linea accesorios canaletas de procedencia nacional al precio de 5.0 soles"
